brand name,dosage form,generic,strength,manufacturer
Efirel,Tablet,Prasugrel Hydrochloride,10 mg,Opsonin Pharma Ltd.
Efirel,Tablet,Prasugrel Hydrochloride,5 mg,Opsonin Pharma Ltd.
Effical,Tablet,Calcium Orotate,400 mg,Globe Pharmaceuticals Ltd.
Efepime,IV Injection,Cefepime Hydrochloride,2 gm/vial,Ziska Pharmaceuticals Ltd.
Efepime,IM/IV Injection,Cefepime Hydrochloride,1 gm/vial,Ziska Pharmaceuticals Ltd.
Efepime,IM/IV Injection,Cefepime Hydrochloride,500 mg/vial,Ziska Pharmaceuticals Ltd.
Efdinir,Capsule,Cefdinir,300 mg,Incepta Pharmaceuticals Ltd.
Efdinir,Powder for Suspension,Cefdinir,125 mg/5 ml,Incepta Pharmaceuticals Ltd.
Efaxim,Tablet,Rifaximin,200 mg,Square Pharmaceuticals Ltd.
Efaxim,Tablet,Rifaximin,550 mg,Square Pharmaceuticals Ltd.
Edysta,Tablet,Tadalafil,5 mg,UniMed UniHealth
Edysta,Tablet,Tadalafil,10 mg,UniMed UniHealth
Edysta,Tablet,Tadalafil,2.5 mg,UniMed UniHealth
Edysta,Tablet,Tadalafil,20 mg,UniMed UniHealth
Ace Plus,Tablet,Paracetamol + Caffeine,500 mg+65 mg,Square Pharmaceuticals Ltd.
Elexime,Powder for Suspension,Cefixime Trihydrate,100 mg/5 ml,Reliance Pharmaceuticals Ltd.
Eletam,Oral Solution,Levetiracetam,500 mg/5 ml,UniMed UniHealth
Eletam,Tablet,Levetiracetam,250 mg,UniMed UniHealth
Eletam,Tablet,Levetiracetam,500 mg,UniMed UniHealth
Electrosal,IV Infusion,Hartmann's Solution,,Popular Pharmaceuticals Ltd.
Electrodex,IV Infusion,Sodium Chloride + Dextrose,0.225%+10%,Orion Infusion Ltd.
Electro-K,Syrup,Potassium Chloride,500 mg/5 ml,ACME Laboratories Ltd.
Electro-K,Tablet,Potassium Chloride,600 mg,ACME Laboratories Ltd.
Elazol,Tablet,Voriconazole,200 mg,Renata Limited
Elazol,Tablet,Voriconazole,50 mg,Renata Limited
Elargen,Tablet,Bilastine,20 mg,Delta Pharma Ltd.
Elagox,Tablet,Elagolix,150 mg,Nuvista Pharma Ltd.
Eladin,Tablet,Loratadine,10 mg,Jayson Pharmaceuticals Ltd.
Eladin,Oral Suspension,Loratadine,5 mg/5 ml,Jayson Pharmaceuticals Ltd.
Ekzina,Ointment,Clobetasol Propionate + Salicylic Acid,0.05%+3%,Medicon Pharmaceuticals Ltd.
Eket,Tablet,Ketorolac Tromethamine,10 mg,Edruc Limited
Eket,IM/IV Injection,Ketorolac Tromethamine,30 mg/ml,Edruc Limited
Ejalong,Tablet,Dapoxetine Hydrochloride,60 mg,Drug International Ltd.
Ejalong,Tablet,Dapoxetine Hydrochloride,30 mg,Drug International Ltd.
Egut,Tablet,Domperidone Maleate,10 mg,Euro Pharma Ltd.
Egut,Oral Suspension,Domperidone Maleate,5 mg/5 ml,Euro Pharma Ltd.
Egolix,Tablet,Elagolix,200 mg,ACME Laboratories Ltd.
Egen,IM/IV Injection,Gentamicin Sulfate (Injection),80 mg/2 ml,Edruc Limited
Egaba,Capsule,Pregabalin,150 mg,Euro Pharma Ltd.
Egaba,Capsule,Pregabalin,50 mg,Euro Pharma Ltd.
Egaba,Capsule,Pregabalin,100 mg,Euro Pharma Ltd.
Egaba,Capsule,Pregabalin,75 mg,Euro Pharma Ltd.
Efrad,Capsule,Cephradine,500 mg,Edruc Limited
Efrad,Capsule,Cephradine,250 mg,Edruc Limited
Efrad,Powder for Suspension,Cephradine,125 mg/5 ml,Edruc Limited
Ace,Syrup,Paracetamol,120 mg/5 ml,Square Pharmaceuticals Ltd.
Eltrom,Tablet,Eltrombopag Olamine,50 mg,Jenphar Bangladesh Ltd.
Eltrom,Tablet,Eltrombopag Olamine,25 mg,Jenphar Bangladesh Ltd.
Eloxatin,IV Infusion,Oxaliplatin,5 mg/ml,Synovia pharma plc
Elorim,Cream,Eflornithine Hydrochloride,13.90%,Square Pharmaceuticals Ltd.
Elopag,Tablet,Eltrombopag Olamine,50 mg,Everest Pharmaceuticals Ltd.
Elopag,Tablet,Eltrombopag Olamine,25 mg,Everest Pharmaceuticals Ltd.
Elodep,Tablet,Escitalopram Oxalate,10 mg,ACME Laboratories Ltd.
Elodep,Tablet,Escitalopram Oxalate,5 mg,ACME Laboratories Ltd.
Elocon,Cream,Econazole Nitrate + Triamcinolone Acetonide,1%+0.1%,Amico Laboratories Ltd.
Elocef,Capsule,Cephradine,500 mg,Ethical Drug Ltd.
Elocef,Capsule,Cephradine,250 mg,Ethical Drug Ltd.
Elocef,Powder for Suspension,Cephradine,125 mg/5 ml,Ethical Drug Ltd.
Elo,Tablet,Loratadine,10 mg,Edruc Limited
Elmisan,Capsule,Pentosan Polysulfate Sodium,100 mg,Healthcare Pharmaceuticals Ltd.
Elmin-DT,Chewable Tablet,Albendazole,400 mg,Jayson Pharmaceuticals Ltd.
Elmin,Chewable Tablet,Albendazole,400 mg,Jayson Pharmaceuticals Ltd.
Elivier,Tablet,Nabumetone,500 mg,Incepta Pharmaceuticals Ltd.
Elisa,Tablet,Ethinyl Estradiol + Drospirenone (24 tablet),0.02 mg+3 mg,Nuvista Pharma Ltd.
Eliroxime,Tablet,Cefuroxime Axetil,250 mg,Reliance Pharmaceuticals Ltd.
Eliroxime,Powder for Suspension,Cefuroxime Axetil,125 mg/5 ml,Reliance Pharmaceuticals Ltd.
Elipta,Tablet,Empagliflozin + Linagliptin,25 mg+5 mg,Ziska Pharmaceuticals Ltd.
Elipta,Tablet,Empagliflozin + Linagliptin,10 mg+5 mg,Ziska Pharmaceuticals Ltd.
Eliprox,Tablet,Ciprofloxacin,500 mg,Reliance Pharmaceuticals Ltd.
Elimate Plus,Lotion,Permethrin + Crotamiton,5%+10%,Incepta Pharmaceuticals Ltd.
Elimate,Cream,Permethrin,5% w/w,Incepta Pharmaceuticals Ltd.
Elidox,Capsule,Doxycycline Hydrochloride,100 mg,Reliance Pharmaceuticals Ltd.
Elfexo,Oral Suspension,Fexofenadine Hydrochloride,30 mg/5 ml,Leon Pharmaceuticals Ltd.
Elfexo,Tablet,Fexofenadine Hydrochloride,180 mg,Leon Pharmaceuticals Ltd.
Elfexo,Tablet,Fexofenadine Hydrochloride,120 mg,Leon Pharmaceuticals Ltd.
Ace,Suppository,Paracetamol,500 mg,Square Pharmaceuticals Ltd.
Ace,Suppository,Paracetamol,250 mg,Square Pharmaceuticals Ltd.
Emedon,Tablet,Domperidone Maleate,10 mg,Cosmic Pharma Ltd.
Emectil,Syrup,Chlorpromazine Hydrochloride,25 mg/5 ml,Pharmik Laboratories Ltd.
Emect,Tablet,Ivermectin (Tablet),6 mg,Cosmic Pharma Ltd.
Emcon 1,Tablet,Levonorgestrel,1.5 mg,Renata Limited
Emcon,Tablet,Levonorgestrel,0.75 mg,Renata Limited
Emcil,Tablet,Pivmecillinam,200 mg,Square Pharmaceuticals Ltd.
Embelin,Tablet,Ambrisentan,5 mg,Incepta Pharmaceuticals Ltd.
Emazid M,Tablet,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,Eskayef Pharmaceuticals Ltd.
Emazid L,Tablet,Empagliflozin + Linagliptin,25 mg+5 mg,Eskayef Pharmaceuticals Ltd.
Emazid L,Tablet,Empagliflozin + Linagliptin,10 mg+5 mg,Eskayef Pharmaceuticals Ltd.
Emazid,Tablet,Empagliflozin,10 mg,Eskayef Pharmaceuticals Ltd.
Emazid,Tablet,Empagliflozin,25 mg,Eskayef Pharmaceuticals Ltd.
Emaprox,Tablet (Delayed Release),Naproxen Sodium + Esomeprazole Magnesium,500 mg+20 mg,Globe Pharmaceuticals Ltd.
Emaprox,Tablet (Delayed Release),Naproxen Sodium + Esomeprazole Magnesium,375 mg+20 mg,Globe Pharmaceuticals Ltd.
Ema,Capsule (Delayed Release),Esomeprazole,20 mg,Globe Pharmaceuticals Ltd.
Ema,Tablet (Enteric Coated),Esomeprazole,20 mg,Globe Pharmaceuticals Ltd.
Ema,Capsule (Delayed Release),Esomeprazole,40 mg,Globe Pharmaceuticals Ltd.
Ema,Tablet (Enteric Coated),Esomeprazole,40 mg,Globe Pharmaceuticals Ltd.
Ema,IV Injection,Esomeprazole,40 mg/vial,Globe Pharmaceuticals Ltd.
EM-Pill,Tablet,Ulipristal Acetate [For emergency contraception],30 mg,ACME Laboratories Ltd.
EM,Powder for Suspension,Erythromycin (Oral),125 mg/5 ml,Modern Pharmaceuticals Ltd.
EM,Tablet,Erythromycin (Oral),500 mg,Modern Pharmaceuticals Ltd.
Elygyl,Oral Suspension,Metronidazole,200 mg/5 ml,S.N. Pharmaceutical Ltd.
Elygyl,Tablet,Metronidazole,400 mg,S.N. Pharmaceutical Ltd.
Elvina,Tablet,Terbinafine Hydrochloride,250 mg,Healthcare Pharmaceuticals Ltd.
Elvina,Cream,Terbinafine Hydrochloride,1%,Healthcare Pharmaceuticals Ltd.
Eluxan,Tablet,Eluxadoline,100 mg,Ziska Pharmaceuticals Ltd.
Eluxan,Tablet,Eluxadoline,75 mg,Ziska Pharmaceuticals Ltd.
Eltroxin,Tablet,Levothyroxine Sodium,50 mcg,GlaxoSmithKline
Eltropag,Tablet,Eltrombopag Olamine,25 mg,Incepta Pharmaceuticals Ltd.
Ace,Suppository,Paracetamol,125 mg,Square Pharmaceuticals Ltd.
Emfolin,Tablet,Empagliflozin + Linagliptin,10 mg+5 mg,General Pharmaceuticals Ltd.
Emfolin,Tablet,Empagliflozin + Linagliptin,25 mg+5 mg,General Pharmaceuticals Ltd.
Emfogen M,Tablet,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,General Pharmaceuticals Ltd.
Emfogen,Tablet,Empagliflozin,25 mg,General Pharmaceuticals Ltd.
Emfogen,Tablet,Empagliflozin,10 mg,General Pharmaceuticals Ltd.
Emezin Plus,Tablet,Meclizine + Pyridoxine,25 mg+50 mg,Eskayef Pharmaceuticals Ltd.
Emezin,Tablet,Meclizine Hydrochloride,50 mg,Eskayef Pharmaceuticals Ltd.
Emez,Capsule (Delayed Release),Omeprazole,40 mg,Edruc Limited
Emez,Capsule (Delayed Release),Omeprazole,20 mg,Edruc Limited
Emestop,Capsule,Aprepitant,125 mg,Incepta Pharmaceuticals Ltd.
Emestop,Capsule,Aprepitant,40 mg,Incepta Pharmaceuticals Ltd.
Emeset,Oral Solution,Ondansetron,4 mg/5 ml,Veritas Pharmaceuticals Ltd.
Emeset,Tablet,Ondansetron,8 mg,Veritas Pharmaceuticals Ltd.
Emeren,Oral Solution,Ondansetron,4 mg/5 ml,Renata Limited
Emeren,IM/IV Injection,Ondansetron,8 mg/4 ml,Renata Limited
Emeren,Tablet,Ondansetron,8 mg,Renata Limited
Emeren,Tablet,Ondansetron,4 mg,Renata Limited
Emer,Injection,Phenobarbital,200 mg/ml,Opsonin Pharma Ltd.
Emer,Tablet,Phenobarbital,30 mg,Opsonin Pharma Ltd.
Emer,Tablet,Phenobarbital,60 mg,Opsonin Pharma Ltd.
Emer,Oral Solution,Phenobarbital,20 mg/5 ml,Opsonin Pharma Ltd.
Emep,IV Injection,Esomeprazole,40 mg/vial,Aristopharma Ltd.
Emep,Capsule (Delayed Release),Esomeprazole,40 mg,Aristopharma Ltd.
Emep,Tablet (Enteric Coated),Esomeprazole,20 mg,Aristopharma Ltd.
Emep,Capsule (Delayed Release),Esomeprazole,20 mg,Aristopharma Ltd.
Emenil Plus,Tablet,Meclizine + Pyridoxine,25 mg+50 mg,Incepta Pharmaceuticals Ltd.
Emend,Capsule,Aprepitant,125 mg,Opsonin Pharma Ltd.
Emend,Capsule,Aprepitant,40 mg,Opsonin Pharma Ltd.
Emego Plus,Tablet,Meclizine + Pyridoxine,25 mg+50 mg,Opsonin Pharma Ltd.
Emedox,Tablet (Extended Release),Pyridoxine Hydrochloride + Doxylamine Succinate,20 mg+20 mg,Popular Pharmaceuticals Ltd.
Ace,Pediatric Drops,Paracetamol,80 mg/ml,Square Pharmaceuticals Ltd.
Emixef,Tablet,Cefixime Trihydrate,200 mg,Incepta Pharmaceuticals Ltd.
Emixef,Capsule,Cefixime Trihydrate,200 mg,Incepta Pharmaceuticals Ltd.
Emixef,Powder for Suspension,Cefixime Trihydrate,100 mg/5 ml,Incepta Pharmaceuticals Ltd.
Emixef,Pediatric Drops,Cefixime Trihydrate,25 mg/ml,Incepta Pharmaceuticals Ltd.
Emixef,Capsule,Cefixime Trihydrate,400 mg,Incepta Pharmaceuticals Ltd.
Emitof,Tablet,Ondansetron,8 mg,Rangs Pharmaceuticals Ltd.
Emitof,Tablet,Ondansetron,4 mg,Rangs Pharmaceuticals Ltd.
Emiteron,Tablet,Ondansetron,8 mg,Premier Pharmaceuticals Ltd.
Emitab,Tablet,Prochlorperazine Maleate,5 mg,Sonear Laboratories Ltd.
Emiston,IM/IV Injection,Ondansetron,8 mg/4 ml,Ibn Sina Pharmaceuticals Ltd.
Emiston,Tablet,Ondansetron,8 mg,Ibn Sina Pharmaceuticals Ltd.
Emiston,Oral Solution,Ondansetron,4 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.
Emistat,Flash Tablet,Ondansetron,4 mg,Healthcare Pharmaceuticals Ltd.
Emistat,Tablet,Ondansetron,8 mg,Healthcare Pharmaceuticals Ltd.
Emistat,IM/IV Injection,Ondansetron,8 mg/4 ml,Healthcare Pharmaceuticals Ltd.
Emistat,Oral Solution,Ondansetron,4 mg/5 ml,Healthcare Pharmaceuticals Ltd.
Emistat,Flash Tablet,Ondansetron,8 mg,Healthcare Pharmaceuticals Ltd.
Emiset,Tablet,Ondansetron,8 mg,Alco Pharma Ltd.
Emiset,Oral Solution,Ondansetron,4 mg/5 ml,Alco Pharma Ltd.
Emirest,Dispersible Tablet,Ondansetron,4 mg,Pharmasia Limited
Emirest,Oral Solution,Ondansetron,4 mg/5 ml,Pharmasia Limited
Emiprox DS,Powder for Suspension,Cefpodoxime Proxetil,80 mg/5 ml,Virgo Pharmaceuticals Ltd.
Emiprox,Powder for Suspension,Cefpodoxime Proxetil,40 mg/5 ml,Virgo Pharmaceuticals Ltd.
Emijoy,Tablet,Amitriptyline Hydrochloride + Chlordiazepoxide,12.5 mg+5 mg,Beximco Pharmaceuticals Ltd.
Emidom,Oral Suspension,Domperidone Maleate,5 mg/5 ml,Somatec Pharmaceuticals Ltd.
Emidom,Tablet,Domperidone Maleate,10 mg,Somatec Pharmaceuticals Ltd.
Emidom,Pediatric Drops,Domperidone Maleate,5 mg/ml,Somatec Pharmaceuticals Ltd.
Emicort,IM/IA Injection,Triamcinolone Acetonide (Injection),40 mg/ml,Ethical Drug Ltd.
Emglif,Tablet,Empagliflozin,25 mg,Orion Pharma Ltd.
Emglif,Tablet,Empagliflozin,10 mg,Orion Pharma Ltd.
Ace,Oral Suspension,Paracetamol,120 mg/5 ml,Square Pharmaceuticals Ltd.
Emoxil,Capsule,Amoxicillin Trihydrate,250 mg,Ethical Drug Ltd.
Emoxil,Capsule,Amoxicillin Trihydrate,500 mg,Ethical Drug Ltd.
Emoxil,Powder for Suspension,Amoxicillin Trihydrate,125 mg/5 ml,Ethical Drug Ltd.
Emoxil,Pediatric Drops,Amoxicillin Trihydrate,125 mg/1.25 ml,Ethical Drug Ltd.
Emox-C,Tablet,Amoxicillin + Clavulanic Acid,250 mg+125 mg,Edruc Limited
Emox-C,Tablet,Amoxicillin + Clavulanic Acid,500 mg+125 mg,Edruc Limited
Emov,Gel,Diclofenac Sodium,1% w/w,Edruc Limited
Emosoft,Ointment,White Soft Paraffin + Liquid Paraffin,50%+50%,Incepta Pharmaceuticals Ltd.
Emorivir,Capsule,Molnupiravir,200 mg,Beximco Pharmaceuticals Ltd.
Emonium,IM/IV Injection,Tiemonium Methylsulphate,5 mg/2 ml,Beximco Pharmaceuticals Ltd.
Emonium,Tablet,Tiemonium Methylsulphate,50 mg,Beximco Pharmaceuticals Ltd.
Emolent Plus,Cream,Light Liquid Paraffin + White Soft Paraffin + Glycerine,10%+5%+10%,Square Pharmaceuticals Ltd.
Emolent,Lotion,White Soft Paraffin + Liquid Paraffin,3%+8%,Square Pharmaceuticals Ltd.
Emolent,Cream,White Soft Paraffin + Liquid Paraffin,6%+15%,Square Pharmaceuticals Ltd.
Emogin,Tablet,Tiemonium Methylsulphate,50 mg,Somatec Pharmaceuticals Ltd.
Emodol,IM/IV Injection,Ketorolac Tromethamine,30 mg/ml,Jayson Pharmaceuticals Ltd.
Emodol,Tablet,Ketorolac Tromethamine,10 mg,Jayson Pharmaceuticals Ltd.
Emodol,Ophthalmic Solution,Ketorolac Tromethamine (Ophthalmic),0.50%,Jayson Pharmaceuticals Ltd.
Emo-20,Tablet (Enteric Coated),Esomeprazole,20 mg,Pharmadesh Laboratories Ltd.
Emlon Plus,Tablet,Amlodipine Besilate + Atenolol,5 mg+50 mg,Biopharma Laboratories Ltd.
Emlon,Tablet,Amlodipine Besilate,10 mg,Biopharma Laboratories Ltd.
Emlon,Tablet,Amlodipine Besilate,5 mg,Biopharma Laboratories Ltd.
Emlino,Tablet,Empagliflozin + Linagliptin,10 mg+5 mg,ACME Laboratories Ltd.
Emlino,Tablet,Empagliflozin + Linagliptin,25 mg+5 mg,ACME Laboratories Ltd.
Emjenta,Tablet,Empagliflozin + Linagliptin,25 mg+5 mg,NIPRO JMI Pharma Ltd.
Emjenta,Tablet,Empagliflozin + Linagliptin,10 mg+5 mg,NIPRO JMI Pharma Ltd.
Emjard M,Tablet,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,Square Pharmaceuticals Ltd.
Emjard,Tablet,Empagliflozin,10 mg,Square Pharmaceuticals Ltd.
Emjard,Tablet,Empagliflozin,25 mg,Square Pharmaceuticals Ltd.
Emixef DS,Powder for Suspension,Cefixime Trihydrate,200 mg/5 ml,Incepta Pharmaceuticals Ltd.
Ace,Tablet,Paracetamol,500 mg,Square Pharmaceuticals Ltd.
Emycin,Tablet,Erythromycin (Oral),250 mg,Medimet Pharmaceuticals Ltd.
Emurea,Cream,Urea (25%),25% w/w,Ziska Pharmaceuticals Ltd.
Emurea,Cream,Urea (10%),10% w/w,Ziska Pharmaceuticals Ltd.
Emulyt,Syrup,Ambroxol Hydrochloride,15 mg/5 ml,Alco Pharma Ltd.
Emprila,Cream,Lidocaine + Prilocaine,2.5%+2.5%,UniMed UniHealth
Empazin M,Tablet,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,Delta Pharma Ltd.
Empazin L,Tablet,Empagliflozin + Linagliptin,10 mg+5 mg,Delta Pharma Ltd.
Empazin L,Tablet,Empagliflozin + Linagliptin,25 mg+5 mg,Delta Pharma Ltd.
Empazin,Tablet,Empagliflozin,25 mg,Delta Pharma Ltd.
Empazin,Tablet,Empagliflozin,10 mg,Delta Pharma Ltd.
Empavic,Tablet,Empagliflozin,25 mg,Biopharma Laboratories Ltd.
Empavic,Tablet,Empagliflozin,10 mg,Biopharma Laboratories Ltd.
Empatab M,Tablet,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,Incepta Pharmaceuticals Ltd.
Empatab,Tablet,Empagliflozin,10 mg,Incepta Pharmaceuticals Ltd.
Empatab,Tablet,Empagliflozin,25 mg,Incepta Pharmaceuticals Ltd.
Emparol-M,Tablet,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,Drug International Ltd.
Emparol,Tablet,Empagliflozin,25 mg,Drug International Ltd.
Emparol,Tablet,Empagliflozin,10 mg,Drug International Ltd.
EmpaMet,Tablet,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,NIPRO JMI Pharma Ltd.
Empalina,Tablet,Empagliflozin + Linagliptin,10 mg+5 mg,Beximco Pharmaceuticals Ltd.
Empalina,Tablet,Empagliflozin + Linagliptin,25 mg+5 mg,Beximco Pharmaceuticals Ltd.
Empaglif-M,Tablet,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,Aristopharma Ltd.
Empaglif,Tablet,Empagliflozin,10 mg,Aristopharma Ltd.
Empaglif,Tablet,Empagliflozin,25 mg,Aristopharma Ltd.
Empadus,Tablet,Empagliflozin,10 mg,Opsonin Pharma Ltd.
Empadus,Tablet,Empagliflozin,25 mg,Opsonin Pharma Ltd.
Empadi,Tablet,Empagliflozin,25 mg,Pacific Pharmaceuticals Ltd.
Empadi,Tablet,Empagliflozin,10 mg,Pacific Pharmaceuticals Ltd.
Empa,Tablet,Empagliflozin,10 mg,NIPRO JMI Pharma Ltd.
Empa,Tablet,Empagliflozin,25 mg,NIPRO JMI Pharma Ltd.
Accuzith,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,DBL Pharmaceuticals Ltd.
Enegra,Tablet,Sildenafil Citrate,50 mg,Beximco Pharmaceuticals Ltd.
Endoxan,Tablet,Cyclophosphamide,50 mg,Baxter
Endoxan,IV Infusion,Cyclophosphamide,1 gm/vial,Baxter
Endoxan,IV Infusion,Cyclophosphamide,500 mg/vial,Baxter
Endoxan,IV Infusion,Cyclophosphamide,200 mg/vial,Baxter
Endosis,Tablet,Dienogest,2 mg,Eskayef Pharmaceuticals Ltd.
Endofree,Tablet,Letrozole,2.5 mg,Incepta Pharmaceuticals Ltd.
Endamycin,Capsule,Clindamycin,300 mg,Euro Pharma Ltd.
Endamycin,Capsule,Clindamycin,150 mg,Euro Pharma Ltd.
Encorate Chrono,Tablet (Controlled Release),Sodium Valproate,200 mg,Sun Pharmaceutical Ltd.
Encorate Chrono,Tablet (Controlled Release),Sodium Valproate,300 mg,Sun Pharmaceutical Ltd.
Encorate Chrono,Tablet (Controlled Release),Sodium Valproate,500 mg,Sun Pharmaceutical Ltd.
Encorate,Tablet,Sodium Valproate,200 mg,Sun Pharmaceutical Ltd.
Encoprin LD,Tablet (Enteric Coated),Aspirin,75 mg,Medimet Pharmaceuticals Ltd.
Enclot,Capsule,Tranexamic Acid,500 mg,Opsonin Pharma Ltd.
Enclot,IM/IV Injection,Tranexamic Acid,500 mg/5 ml,Opsonin Pharma Ltd.
Enclot,Capsule,Tranexamic Acid,250 mg,Opsonin Pharma Ltd.
Encilor,Tablet,Loratadine,10 mg,Incepta Pharmaceuticals Ltd.
Encatrol,Capsule,Calcitriol,0.25 mcg,Globe Pharmaceuticals Ltd.
Encarlev,Tablet,Levodopa + Carbidopa + Entacapone,200 mg+50 mg+200 mg,Opsonin Pharma Ltd.
Encarlev,Tablet,Levodopa + Carbidopa + Entacapone,150 mg+37.5 mg+200 mg,Opsonin Pharma Ltd.
Encarlev,Tablet,Levodopa + Carbidopa + Entacapone,100 mg+25 mg+200 mg,Opsonin Pharma Ltd.
Enbee,Tablet,Entecavir,0.5 mg,Jenphar Bangladesh Ltd.
Enazol Plus,Cream,Econazole Nitrate + Triamcinolone Acetonide,1%+0.1%,Biopharma Laboratories Ltd.
Enazif,Capsule (Timed Release),Carbonyl Iron + Folic Acid + Zinc Sulfate,50 mg+0.50 mg+61.80 mg,Virgo Pharmaceuticals Ltd.
Enaril,Tablet,Enalapril Maleate,5 mg,Beximco Pharmaceuticals Ltd.
Enar,Tablet (Delayed Release),Naproxen Sodium + Esomeprazole Magnesium,500 mg+20 mg,Medicon Pharmaceuticals Ltd.
Enar,Tablet (Delayed Release),Naproxen Sodium + Esomeprazole Magnesium,375 mg+20 mg,Medicon Pharmaceuticals Ltd.
Ena,Tablet,Aceclofenac,100 mg,Asiatic Laboratories Ltd.
Emycin,Powder for Suspension,Erythromycin (Oral),125 mg/5 ml,Medimet Pharmaceuticals Ltd.
Accuzith,Tablet,Azithromycin Dihydrate,500 mg,DBL Pharmaceuticals Ltd.
Ensal,Ointment,Benzoic Acid + Salicylic Acid,6%+3%,Renata Limited
Enrifer,IV Injection or Infusion,Ferric Carboxymaltose,500 mg/10 ml,Beacon Pharmaceuticals Ltd.
Enplex-B,Tablet,Vitamin B complex,,Novo Healthcare and Pharma Ltd.
Enorin,SC Injection,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,Eskayef Pharmaceuticals Ltd.
Enorin,SC Injection,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,Eskayef Pharmaceuticals Ltd.
Enorin,SC Injection,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,Eskayef Pharmaceuticals Ltd.
Enoparin,SC Injection,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,Popular Pharmaceuticals Ltd.
Enoparin,SC Injection,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,Popular Pharmaceuticals Ltd.
Enoparin,SC Injection,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,Popular Pharmaceuticals Ltd.
Enoma,SC Injection,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,Biopharma Laboratories Ltd.
Enoma,SC Injection,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,Biopharma Laboratories Ltd.
Enol,Tablet,Atenolol,50 mg,Edruc Limited
EnoFab,Capsule,Fenofibrate,200 mg,Innovative Pharma (Albion)
Enoclox,Powder for Suspension,Flucloxacillin Sodium,125 mg/5 ml,Modern Pharmaceuticals Ltd.
Enoclox,Capsule,Flucloxacillin Sodium,500 mg,Modern Pharmaceuticals Ltd.
Enocef,IM Injection,Ceftriaxone Sodium,250 mg/vial,Synovia pharma plc
Enocef,IV Injection,Ceftriaxone Sodium,250 mg/vial,Synovia pharma plc
Enocef,IM Injection,Ceftriaxone Sodium,1 gm/vial,Synovia pharma plc
Enocef,IV Injection,Ceftriaxone Sodium,1 gm/vial,Synovia pharma plc
Enocef,IV Injection,Ceftriaxone Sodium,500 mg/vial,Synovia pharma plc
Enocef,IM Injection,Ceftriaxone Sodium,500 mg/vial,Synovia pharma plc
Enocam,Tablet,Tenoxicam,20 mg,ACME Laboratories Ltd.
Enliven,Capsule,Imatinib Mesylate,100 mg,Orion Pharma Ltd.
Enjofil,Tablet,Sildenafil Citrate,100 mg,Navana Pharmaceuticals Ltd.
Enjofil,Tablet,Sildenafil Citrate,50 mg,Navana Pharmaceuticals Ltd.
Enigma,Tablet,Sildenafil Citrate,100 mg,Healthcare Pharmaceuticals Ltd.
Enigma,Tablet,Sildenafil Citrate,50 mg,Healthcare Pharmaceuticals Ltd.
Energin,Tablet,Betacarotene + Vitamin C + Vitamin E,6 mg+200 mg+50 mg,Doctor’s Chemical Works Ltd.
Enema,Rectal Saline,Monobasic sodium phosphate + Dibasic sodium phosphate,(19 gm+7 gm)/118 ml,"C.B. Fleet Company, USA"
Accolate,Tablet,Zafirlukast,20 mg,AstraZeneca pharmaceuticals
Acaril,Tablet,Acarbose,50 mg,The White Horse Pharma
Eparin,SC Injection,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,Beacon Pharmaceuticals Ltd.
Epam,Tablet,Nitrazepam,5 mg,Opsonin Pharma Ltd.
Epa,Capsule (Delayed Release),Esomeprazole,20 mg,Zenith Pharmaceuticals Ltd.
Epa,Tablet (Enteric Coated),Esomeprazole,20 mg,Zenith Pharmaceuticals Ltd.
Enystin,Oral Suspension,Nystatin (Oral),100000 unit/ml,Ethical Drug Ltd.
Enyl Plus,Tablet,Paracetamol + Caffeine,500 mg+65 mg,Euro Pharma Ltd.
Envitor,Tablet,Levocarnitine,330 mg,Opsonin Pharma Ltd.
Envit-M,Tablet,Multivitamin & Multimineral,,Ibn Sina Pharmaceuticals Ltd.
Enviral,Tablet,Entecavir,1 mg,Opsonin Pharma Ltd.
Enviral,Tablet,Entecavir,0.5 mg,Opsonin Pharma Ltd.
Entroza,Tablet,Anastrozole,1 mg,Incepta Pharmaceuticals Ltd.
Entrovas,Tablet,Sacubitril + Valsartan,49 mg+51 mg,Renata Limited
